REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
National,X,2017,11,3.21511,3.16426,5503,5535,X,10084,2582,1780,25484,1958,805370
National,X,2017,12,3.10088,3.14433,5514,5858,X,11503,2641,1838,27354,1940,869946
National,X,2017,13,2.79056,2.87936,5145,5070,X,10149,2354,1624,24342,1899,845397
National,X,2017,14,2.38547,2.36977,4488,3918,X,8178,1760,1333,19677,1906,830332
National,X,2017,15,1.9703,1.93853,3909,3151,X,5847,1470,1171,15548,1861,802052
National,X,2017,16,1.73442,1.64064,3306,2766,X,4683,1258,993,13006,1845,792740
National,X,2017,17,1.56303,1.4752,2997,2391,X,4497,1111,928,11924,1846,808298
National,X,2017,18,1.4128,1.37755,2890,2039,X,4105,1011,717,10762,1795,781240
National,X,2017,19,1.27492,1.33771,2751,2037,X,3831,862,721,10202,1767,762648
National,X,2017,20,1.2834,1.34686,2685,2011,X,3518,886,709,9809,1746,728288
National,X,2017,21,1.16663,1.26579,2341,1745,X,3060,771,647,8564,1614,676574
National,X,2017,22,1.10977,1.25701,2311,1577,X,2575,710,583,7756,1569,617021
National,X,2017,23,1.04333,1.16048,2412,1459,X,2377,671,591,7510,1493,647145
National,X,2017,24,0.905151,1.04834,2049,1346,X,2099,595,547,6636,1470,633003
National,X,2017,25,0.902718,0.992711,1930,1282,X,1971,559,498,6240,1469,628582
National,X,2017,26,0.859531,0.961603,1771,1121,X,1748,489,467,5596,1422,581945
National,X,2017,27,0.818998,0.955818,1728,1111,X,1564,505,418,5326,1456,557219
National,X,2017,28,0.752505,0.827597,1545,1004,X,1578,462,372,4961,1405,599446
National,X,2017,29,0.731146,0.811886,1549,908,X,1421,450,419,4747,1384,584688
National,X,2017,30,0.733295,0.818527,1576,953,X,1515,459,376,4879,1377,596071
National,X,2017,31,0.73102,0.829758,1529,1037,X,1485,415,433,4899,1390,590413
National,X,2017,32,0.68834,0.828503,1559,1044,X,1481,441,390,4915,1386,593239
National,X,2017,33,0.732049,0.885896,1603,1097,X,1691,427,412,5230,1350,590363
National,X,2017,34,0.911188,1.05351,1964,1256,X,2549,473,411,6653,1379,631507
National,X,2017,35,1.02105,1.11768,2076,1302,X,2726,526,503,7133,1370,638196
National,X,2017,36,1.09495,1.14028,2073,1369,X,2488,587,555,7072,1384,620201
National,X,2017,37,1.09475,1.13326,2372,1656,X,2942,706,628,8304,1485,732755
National,X,2017,38,1.09775,1.17589,2544,1625,X,3075,664,655,8563,1484,728214
National,X,2017,39,1.18882,1.23848,2840,1652,X,3201,746,640,9079,1468,733077
National,X,2017,40,1.26589,1.2802,3849,2488,X,4556,1071,875,12839,2220,1002892
National,X,2017,41,1.30479,1.33123,4118,2676,X,4453,1073,947,13267,2245,996595
National,X,2017,42,1.34075,1.40786,4408,2805,X,4993,1139,974,14319,2266,1017076
National,X,2017,43,1.51674,1.5722,5006,2922,X,5531,1324,1049,15832,2266,1006998
National,X,2017,44,1.74583,1.70326,5219,3289,X,6134,1365,1062,17069,2222,1002140
National,X,2017,45,1.88708,1.86636,6126,3609,X,6671,1522,1129,19057,2288,1021079
National,X,2017,46,2.05923,2.07647,6880,4243,X,7577,1805,1387,21892,2296,1054290
National,X,2017,47,2.27971,2.33593,6945,3844,X,5875,1707,1445,19816,2271,848314
National,X,2017,48,2.28379,2.24637,7008,5235,X,7474,2206,1829,23752,2279,1057350
National,X,2017,49,2.58278,2.49504,7229,5046,X,8488,2335,1857,24955,2272,1000183
National,X,2017,50,3.36558,3.2005,8285,6671,X,11259,2955,2332,31502,2262,984283
National,X,2017,51,4.73117,4.43807,10447,9856,X,14166,4580,3733,42782,2211,963978
National,X,2017,52,5.70943,5.46361,11335,11507,X,11540,5754,5119,45255,2132,828299
National,X,2018,1,5.74658,5.35765,9410,13383,X,11717,6871,5888,47269,2243,882271
National,X,2018,2,5.89207,5.52437,10053,15380,X,17357,7772,6199,56761,2257,1027466
National,X,2018,3,6.51759,6.34528,11997,16012,X,21897,7569,5561,63036,2286,993431
National,X,2018,4,7.16338,7.01811,13408,18317,X,30625,8911,6065,77326,2288,1101807
National,X,2018,5,7.52133,7.7809,14844,19086,X,37200,8915,5940,85985,2275,1105078
National,X,2018,6,7.38748,7.76939,15192,19527,X,38606,8626,5874,87825,2299,1130397
National,X,2018,7,6.44688,6.81176,13365,17203,X,32124,8079,5439,76210,2227,1118800
National,X,2018,8,4.95881,5.15749,10154,12437,X,20450,5805,4179,53025,2272,1028116
National,X,2018,9,3.68612,3.55945,7208,8485,X,13392,4104,2875,36064,2208,1013191
National,X,2018,10,3.18626,3.00518,6368,6485,X,10850,3138,2292,29133,2214,969427
National,X,2018,11,2.76894,2.73038,5588,5928,X,9468,2822,2132,25938,2201,949978
National,X,2018,12,2.48706,2.47768,5223,5408,X,8640,2563,1971,23805,2180,960779
National,X,2018,13,2.40802,2.36314,4721,4720,X,7214,2295,1743,20693,2144,875658
National,X,2018,14,2.07483,2.03139,4553,4459,X,6218,2153,1691,19074,2127,938963
National,X,2018,15,1.77898,1.80376,4145,3749,X,5505,1818,1447,16664,2086,923848
National,X,2018,16,1.61487,1.58696,3856,3214,X,5269,1427,1103,14869,2112,936950
National,X,2018,17,1.5385,1.53801,3723,3026,X,5336,1371,1096,14552,2088,946160
National,X,2018,18,1.52612,1.44974,3658,2604,X,4815,1217,997,13291,2018,916783
National,X,2018,19,1.28847,1.27729,3444,2205,X,4133,935,902,11619,1933,909661
National,X,2018,20,1.18344,1.22051,3359,2239,X,3764,905,799,11066,1977,906668
National,X,2018,21,1.24919,1.23235,3385,2082,X,3429,884,866,10646,1896,863879
National,X,2018,22,1.14131,1.223,3220,1822,X,2987,846,733,9608,1802,785606
National,X,2018,23,0.9878,1.0473,2847,1838,X,2552,802,654,8693,1798,830040
National,X,2018,24,0.895565,0.978113,2375,1596,X,2245,699,658,7573,1753,774246
National,X,2018,25,0.892204,0.947548,2312,1554,X,2162,729,616,7373,1773,778114
National,X,2018,26,0.877184,0.867554,2206,1530,X,1916,669,626,6947,1736,800757
National,X,2018,27,0.780203,0.82328,2009,1299,X,1862,539,549,6258,1780,760130
National,X,2018,28,0.725075,0.771497,1943,1443,X,1901,627,587,6501,1785,842647
National,X,2018,29,0.68247,0.706819,1741,1290,X,1720,566,469,5786,1748,818597
National,X,2018,30,0.640393,0.685155,1665,1202,X,1643,524,463,5497,1741,802300
National,X,2018,31,0.639127,0.687351,1618,1246,X,1769,525,454,5612,1724,816468
National,X,2018,32,0.705637,0.735733,1726,1334,X,1784,541,476,5861,1690,796621
National,X,2018,33,0.707801,0.806048,1986,1387,X,2170,516,478,6537,1725,810994
National,X,2018,34,0.822659,0.944013,2239,1492,X,2468,609,515,7323,1610,775731
National,X,2018,35,0.859864,0.960101,2445,1638,X,2830,656,542,8111,1681,844807
National,X,2018,36,1.10083,1.14128,2814,1985,X,3343,767,621,9530,1710,835027
National,X,2018,37,1.15323,1.14784,2773,2112,X,3660,829,691,10065,1708,876862
National,X,2018,38,1.20178,1.31156,3242,2347,X,3949,922,729,11189,1684,853109
National,X,2018,39,1.2498,1.26102,3481,2488,X,4198,931,669,11767,1710,933130
National,X,2018,40,1.41876,1.41974,4887,3886,X,6341,1563,1298,17975,2611,1266076
National,X,2018,41,1.40077,1.473,5332,4048,X,6279,1667,1326,18652,2651,1266257
National,X,2018,42,1.47139,1.58968,5589,4405,X,6802,1752,1400,19948,2623,1254844
National,X,2018,43,1.63634,1.72208,6249,4619,X,7487,1835,1444,21634,2678,1256271
National,X,2018,44,1.79125,1.84114,6869,4733,X,8291,1825,1451,23169,2666,1258405
National,X,2018,45,1.86871,1.92692,7509,4834,X,8451,1840,1451,24085,2672,1249921
National,X,2018,46,1.98121,2.0852,7821,5037,X,8076,1998,1487,24419,2665,1171062
National,X,2018,47,2.23487,2.40063,8607,5017,X,7197,2112,1702,24635,2618,1026187
National,X,2018,48,2.14572,2.24479,8890,6582,X,8788,2758,2078,29096,2666,1296156
National,X,2018,49,2.25131,2.29962,8809,5974,X,9276,2456,1862,28377,2658,1233986
National,X,2018,50,2.6411,2.73181,10156,6821,X,11376,2779,1981,33113,2650,1212127
National,X,2018,51,3.13484,3.24012,11515,8127,X,12816,3322,2480,38260,2596,1180820
National,X,2018,52,3.96566,4.18077,13615,10348,X,12044,4471,3534,44012,2581,1052725
National,X,2019,1,3.45972,3.63095,11686,11413,X,9572,5204,4260,42135,2630,1160440
National,X,2019,2,3.07558,3.13643,9369,10416,X,10758,4826,3446,38815,2656,1237552
National,X,2019,3,3.32558,3.36213,9703,10045,X,14265,4235,2951,41199,2658,1225384
National,X,2019,4,3.79773,3.88115,10765,11194,X,16965,4457,2860,46241,2677,1191426
National,X,2019,5,4.34227,4.52235,11628,13048,X,22217,5116,3255,55264,2668,1222020
National,X,2019,6,4.86953,5.20091,13899,15785,X,29772,6174,4102,69732,2673,1340765
National,X,2019,7,5.03689,5.42034,14246,15945,X,29255,6333,4277,70056,2655,1292464
National,X,2019,8,4.8812,5.27078,13634,15716,X,26502,6124,4485,66461,2655,1260932
National,X,2019,9,4.54791,4.58991,11647,13847,X,23468,5706,4134,58802,2658,1281115
National,X,2019,10,4.3762,4.39714,11168,13079,X,21760,5368,4056,55431,2637,1260615
National,X,2019,11,4.22692,4.12777,10986,12580,X,20081,5353,4177,53177,2646,1288273
National,X,2019,12,3.68251,3.50278,9721,10717,X,16800,4532,3898,45668,2653,1303765
National,X,2019,13,3.08559,3.04819,8644,8656,X,13642,3811,3195,37948,2619,1244935
National,X,2019,14,2.69831,2.67984,7606,7491,X,11768,3274,2802,32941,2620,1229217
National,X,2019,15,2.28676,2.26612,6754,6208,X,10005,2568,2319,27854,2568,1229148
National,X,2019,16,2.01217,1.96484,6325,4934,X,7904,2108,1876,23147,2542,1178058
National,X,2019,17,1.71323,1.72201,5698,4553,X,6621,2000,1738,20610,2516,1196855
National,X,2019,18,1.56678,1.5728,5369,4084,X,6207,1667,1537,18864,2485,1199386
National,X,2019,19,1.49827,1.45718,4789,3574,X,5906,1480,1358,17107,2444,1173980
National,X,2019,20,1.49961,1.50332,4649,3482,X,5530,1437,1361,16459,2336,1094840
National,X,2019,21,1.42033,1.40199,4601,3210,X,5232,1346,1367,15756,2222,1123834
National,X,2019,22,1.39215,1.40341,4442,3093,X,4659,1279,1301,14774,2195,1052725
National,X,2019,23,1.21655,1.23732,3937,2951,X,4114,1242,1205,13449,2257,1086942
National,X,2019,24,1.11224,1.12146,3506,2729,X,3739,1051,1079,12104,2204,1079303
National,X,2019,25,0.990825,1.01232,3056,2424,X,3284,998,928,10690,2157,1055994
National,X,2019,26,0.944753,0.959148,2955,2183,X,3109,910,862,10019,2081,1044573
National,X,2019,27,0.872915,0.878132,2512,1911,X,2718,797,776,8714,2153,992334
National,X,2019,28,0.807891,0.793654,2346,1882,X,2656,799,736,8419,2110,1060790
National,X,2019,29,0.752293,0.765466,2222,1861,X,2563,757,703,8106,2153,1058963
National,X,2019,30,0.731643,0.748057,2138,1805,X,2460,763,615,7781,2139,1040161
National,X,2019,31,0.725363,0.756941,2354,1830,X,2436,658,604,7882,2150,1041296
National,X,2019,32,0.753996,0.770017,2102,2042,X,2391,766,758,8059,2166,1046600
National,X,2019,33,0.72883,0.833167,2634,2046,X,2828,788,694,8990,2199,1079015
National,X,2019,34,0.83813,0.939669,2911,2211,X,3495,761,716,10094,2168,1074208
National,X,2019,35,0.988182,1.08153,3428,2559,X,4238,896,777,11898,2191,1100105
National,X,2019,36,1.13545,1.20226,3810,2927,X,4548,1033,870,13188,2215,1096931
National,X,2019,37,1.2314,1.27313,3912,3296,X,5502,1173,959,14842,2243,1165792
National,X,2019,38,1.24054,1.38637,4469,3577,X,5656,1251,1026,15979,2222,1152579
National,X,2019,39,1.32855,1.49126,4981,3879,X,6074,1368,1100,17402,2207,1166930
National,X,2019,40,1.48715,1.49719,6240,4826,X,7681,1774,1469,21990,2931,1468747
National,X,2019,41,1.58491,1.58924,6575,5145,X,7639,2026,1621,23006,2962,1447613
National,X,2019,42,1.71661,1.72905,7305,5553,X,8302,2118,1649,24927,2986,1441656
National,X,2019,43,1.82506,1.84946,7896,6079,X,9369,2311,1794,27449,3016,1484161
National,X,2019,44,2.02889,1.99988,8679,6137,X,10061,2285,1763,28925,3027,1446337
National,X,2019,45,2.37286,2.34451,10560,7165,X,12502,2466,1843,34536,3042,1473060
National,X,2019,46,2.60765,2.61303,11425,7861,X,13540,2744,1971,37541,3010,1436684
National,X,2019,47,2.87214,2.93393,12662,9064,X,16879,3106,2141,43852,3005,1494649
National,X,2019,48,3.38659,3.41021,14363,9116,X,14679,3210,2359,43727,3014,1282238
National,X,2019,49,3.2363,3.27991,13799,11872,X,16290,3947,2779,48687,3011,1484401
National,X,2019,50,3.92322,3.84046,14669,12787,X,21798,4140,2909,56303,2972,1466048
National,X,2019,51,5.04469,5.00091,17987,16232,X,29106,4850,3356,71531,2942,1430361
National,X,2019,52,7.04199,7.12202,24051,24592,X,33952,7665,5403,95663,2931,1343200
National,X,2020,1,5.9031,6.20074,21581,27639,X,23397,9241,6864,88722,2975,1430830
National,X,2020,2,4.91634,5.04671,15499,23543,X,22659,8208,5443,75352,3002,1493092
National,X,2020,3,5.27947,5.33541,16471,21344,X,29512,7380,4731,79438,2994,1488882
National,X,2020,4,5.88914,5.99578,18458,23495,X,35070,7942,4644,89609,2991,1494534
National,X,2020,5,6.59767,6.85381,20140,28637,X,43804,9476,5425,107482,2983,1568208
National,X,2020,6,6.66012,7.05371,20056,29635,X,45106,9993,5634,110424,2989,1565474
National,X,2020,7,5.99056,6.18745,17176,26193,X,36531,9179,5397,94476,2946,1526897
National,X,2020,8,5.3949,5.60028,15122,22944,X,28164,8280,5116,79626,2950,1421823
National,X,2020,9,5.08334,5.10641,13514,21767,X,24935,8147,5006,73369,2881,1436802
National,X,2020,10,5.17801,5.28829,13380,23434,X,25452,8728,5561,76555,2794,1447633
National,X,2020,11,5.82936,6.51981,13236,28704,X,25981,10933,6430,85284,2497,1308074
